"","ST_CASE","VEH_NO","HIT_RUNNAME","NUMOCCSNAME","L_STATENAME","SPEEDRELNAME","VSPD_LIM"
"17235",131309,2,"No","02","Georgia","No",70
"17236",131310,1,"No","01","Tennessee","No",55
"17237",131311,1,"No","01","Georgia","No",45
"17238",131312,1,"No","03","Georgia","No",70
"17239",131312,2,"No","01","Florida","No",70
"17240",131312,3,"No","02","Georgia","No",70
"17241",131312,4,"No","01","Georgia","No",70
"17242",131312,5,"No","01","Idaho","No",70
"17243",131313,1,"No","01","Georgia","No",45
"17244",131313,2,"No","01","Georgia","No",45
"17245",131313,3,"No","02","Georgia","No",45
"17246",131314,1,"No","02","Georgia","Yes, Too Fast for Conditions",55
"17247",131314,2,"No","01","Georgia","No",55
"17248",131314,3,"No","01","Georgia","No",55
"17249",131315,1,"No","04","Pennsylvania","No",70
"17250",131315,2,"No","01","Florida","No",70
"17251",131315,3,"No","02","Florida","No",70
"17252",131316,1,"No","01","North Carolina","No",55
"17253",131316,2,"No","02","Georgia","No",55
"17254",131316,3,"No","02","Georgia","No",55
"17255",131317,1,"No","01","Georgia","No",55
"17256",131317,2,"No","01","South Carolina","No",55
"17257",131318,1,"No","01","Georgia","No",35
"17258",131319,1,"No","02","Georgia","No",0
"17259",131319,2,"No","01","Georgia","No",45
"17260",131319,3,"No","01","Georgia","No",45
"17261",131320,1,"No","01","Georgia","No",65
"17262",131321,1,"No","01","Tennessee","No",55
"17263",131321,2,"No","01","Tennessee","No",55
"17264",131322,1,"No","01","Georgia","No",70
"17265",131322,2,"No","01","Georgia","No",70
"17266",131323,1,"No","01","Georgia","Yes, Exceeded Speed Limit",25
"17267",131324,1,"No","01","Georgia","No",35
"17268",131325,1,"No","01","Georgia","No",55
"17269",131326,1,"No","02","South Carolina","No",70
"17270",131326,2,"No","01","Georgia","No",70
"17271",131327,1,"No","02","Georgia","No",55
"17272",131328,1,"No","01","Georgia","No",55
"17273",131328,2,"No","01","Georgia","No",55
"17274",131329,1,"No","01","Georgia","Yes, Too Fast for Conditions",65
"17275",131330,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"17276",131331,1,"No","04","Georgia","No",70
"17277",131331,2,"No","01","Georgia","No",70
"17278",131331,3,"No","01","Georgia","No",70
"17279",131331,4,"No","01","Georgia","No",70
"17280",131331,5,"No","02","Georgia","No",70
"17281",131331,6,"No","03","Missouri","No",70
"17282",131332,1,"No","03","Georgia","No",45
"17283",131333,1,"No","01","Georgia","No",55
"17284",131333,2,"No","01","Georgia","No",55
"17285",131334,1,"No","02","Georgia","No",45
"17286",131335,1,"No","02","Georgia","No",55
"17287",131336,1,"No","01","Georgia","No",35
"17288",131337,1,"No","01","Georgia","No",55
"17289",131338,1,"No","01","Michigan","No",45
"17290",131339,1,"No","01","Georgia","No",70
"17291",131340,1,"No","01","Georgia","No",35
"17292",131341,1,"No","05","Georgia","No",35
"17293",131341,2,"No","02","Georgia","No",35
"17294",131342,1,"No","02","Georgia","Yes, Too Fast for Conditions",35
"17295",131343,1,"No","02","Georgia","No",55
"17296",131343,2,"No","01","Georgia","No",55
"17297",131344,1,"No","24","Georgia","No",35
"17298",131345,1,"No","01","Georgia","No",45
"17299",131345,2,"No","01","Georgia","No",45
"17300",131345,3,"No","01","Georgia","No",45
"17301",131346,1,"No","01","Georgia","No",45
"17302",131347,1,"Yes","01","Unknown","Unknown",35
"17303",131348,1,"No","01","Georgia","No",65
"17304",131350,1,"No","01","Georgia","No",55
"17305",131350,2,"No","02","Georgia","No",55
"17306",131350,3,"No","01","Georgia","No",55
"17307",131351,1,"No","01","Maryland","Yes, Too Fast for Conditions",55
"17308",131352,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"17309",131353,1,"No","01","Georgia","No",45
"17310",131353,2,"No","04","Georgia","No",45
"17311",131354,1,"No","01","Georgia","No",55
"17312",131354,2,"No","01","Georgia","No",55
"17313",131355,1,"No","02","Georgia","No",35
"17314",131356,1,"No","02","Georgia","No",45
"17315",131357,1,"No","01","Georgia","No",55
"17316",131357,2,"No","01","Georgia","No",45
"17317",131358,1,"No","01","Georgia","Yes, Too Fast for Conditions",45
"17318",131359,1,"No","01","Georgia","No",45
"17319",131359,2,"No","01","Georgia","No",45
"17320",131360,1,"No","02","Georgia","Yes, Too Fast for Conditions",55
"17321",131360,2,"No","03","Georgia","No",55
"17322",131361,1,"No","01","Georgia","Yes, Too Fast for Conditions",45
"17323",131362,1,"No","01","Georgia","No",55
"17324",131362,2,"No","01","Georgia","No",55
"17325",131362,3,"No","01","Georgia","No",55
"17326",131363,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"17327",131363,2,"No","01","Georgia","No",55
"17328",131363,3,"No","03","Georgia","No",55
"17329",131364,1,"No","02","Georgia","Yes, Too Fast for Conditions",55
"17330",131365,1,"No","01","South Carolina","No",55
"17331",131366,1,"No","01","Georgia","No",50
"17332",131366,2,"No","03","Georgia","No",50
"17333",131367,1,"No","01","Georgia","No",99
"17334",131368,1,"No","01","Georgia","No",55
"17335",131369,1,"No","01","Texas","No",55
"17336",131369,2,"No","01","Georgia","No",55
"17337",131370,1,"No","05","Georgia","Yes, Too Fast for Conditions",55
"17338",131371,1,"No","01","Georgia","No",35
"17339",131371,2,"No","02","Georgia","No",35
"17340",131372,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"17341",131372,2,"No","01","Mississippi","No",45
"17342",131373,1,"No","01","Georgia","No",35
"17343",131374,1,"No","01","Georgia","No",45
"17344",131374,2,"No","01","Georgia","No",45
"17345",131375,1,"No","04","Georgia","Yes, Too Fast for Conditions",30
"17346",131376,1,"No","01","Georgia","Yes, Too Fast for Conditions",45
"17347",131377,1,"No","01","Georgia","No",65
"17348",131378,1,"No","01","Georgia","No",45
"17349",131379,1,"No","01","Georgia","No",70
"17350",131379,2,"No","01","Georgia","No",70
"17351",131380,1,"No","01","Georgia","No",55
"17352",131381,1,"No","03","Georgia","No",55
"17353",131382,1,"No","01","Georgia","No",55
"17354",131383,1,"No","01","Georgia","No",55
"17355",131384,1,"No","01","Georgia","No",45
"17356",131384,2,"No","01","Georgia","No",45
"17357",131385,1,"No","01","Georgia","No",35
"17358",131385,2,"No","01","Georgia","No",35
"17359",131386,1,"No","01","Georgia","No",35
"17360",131387,1,"No","01","Georgia","Yes, Specifics Unknown",45
"17361",131388,1,"No","01","Georgia","No",55
"17362",131388,2,"No","01","Georgia","No",55
"17363",131389,1,"Yes","03","Georgia","No",70
"17364",131389,2,"No","01","South Carolina","No",70
"17365",131389,3,"No","04","North Carolina","No",70
"17366",131389,4,"No","02","Georgia","No",70
"17367",131389,5,"No","03","South Carolina","No",70
"17368",131390,1,"No","01","Georgia","No",55
"17369",131390,2,"No","02","Georgia","No",55
"17370",131391,1,"No","01","Georgia","No",45
"17371",131391,2,"No","02","Georgia","No",45
"17372",131392,1,"No","01","Georgia","No",55
"17373",131393,1,"No","01","Georgia","No",55
"17374",131393,2,"No","01","Georgia","No",55
"17375",131393,3,"No","01","Georgia","No",55
"17376",131393,4,"No","01","Georgia","No",55
"17377",131394,1,"No","01","Georgia","Yes, Too Fast for Conditions",45
"17378",131395,1,"No","01","Georgia","No",35
"17379",131395,2,"No","01","Georgia","No",35
"17380",131396,1,"No","01","Georgia","No",55
"17381",131397,1,"No","01","Georgia","No",35
"17382",131398,1,"No","01","Georgia","No",65
"17383",131398,2,"No","01","Georgia","No",65
"17384",131398,3,"No","01","Georgia","No",65
"17385",131399,1,"No","02","Georgia","No",50
"17386",131400,1,"No","01","Georgia","No",50
"17387",131400,2,"No","01","Georgia","No",50
"17388",131401,1,"No","01","Georgia","No",45
"17389",131402,1,"No","01","Georgia","No",40
"17390",131403,1,"No","04","Georgia","No",35
"17391",131404,1,"No","02","Georgia","No",55
"17392",131404,2,"No","01","Georgia","No",55
"17393",131405,1,"No","02","Georgia","No",45
"17394",131406,1,"No","01","Georgia","No",55
"17395",131406,2,"No","02","Georgia","No",55
"17396",131407,1,"No","01","Georgia","No",55
"17397",131407,2,"No","01","Georgia","No",55
"17398",131408,1,"No","01","Georgia","No",45
"17399",131408,2,"No","01","Georgia","No",45
"17400",131409,1,"No","01","Georgia","No",45
"17401",131410,1,"No","01","Georgia","No",55
"17402",131411,1,"No","02","Georgia","No",55
"17403",131412,1,"No","03","Georgia","No",55
"17404",131412,2,"No","01","Georgia","No",55
"17405",131413,1,"No","01","Georgia","No",55
"17406",131413,2,"No","01","Georgia","No",55
"17407",131413,3,"No","01","Georgia","No",55
"17408",131414,1,"No","01","Georgia","No",45
"17409",131415,1,"No","01","Georgia","No",55
"17410",131416,1,"No","01","Georgia","No",25
"17411",131417,1,"No","02","Georgia","No",55
"17412",131418,1,"No","01","Georgia","No",55
"17413",131419,1,"No","01","Georgia","No",55
"17414",131419,2,"No","05","Georgia","No",65
"17415",131420,1,"No","04","Georgia","No",45
"17416",131420,2,"No","03","Alabama","No",55
"17417",131421,1,"No","02","Alabama","No",45
"17418",131422,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"17419",131422,2,"No","01","Georgia","No",45
"17420",131423,1,"No","01","Georgia","No",55
"17421",131423,2,"No","01","Georgia","No",55
"17422",131424,1,"No","02","Georgia","No",45
"17423",131425,1,"No","02","Georgia","No",45
"17424",131425,2,"No","02","Tennessee","No",45
"17425",131425,3,"No","02","Tennessee","No",45
"17426",131426,1,"No","01","Georgia","No",45
"17427",131426,2,"No","01","Georgia","No",45
"17428",131426,3,"No","01","Georgia","No",45
"17429",131427,1,"No","01","Georgia","No",55
"17430",131428,1,"No","01","Georgia","No",45
"17431",131428,2,"No","01","Georgia","No",45
"17432",131429,1,"No","05","Georgia","No",30
"17433",131429,2,"No","02","Georgia","No",30
"17434",131430,1,"No","01","Georgia","No",65
"17435",131431,1,"No","01","Georgia","No",40
"17436",131431,2,"No","01","Georgia","No",40
"17437",131432,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"17438",131433,1,"No","02","Georgia","No",35
"17439",131433,2,"No","05","Georgia","No",55
"17440",131434,1,"No","03","Georgia","No",55
"17441",131434,2,"No","01","Georgia","No",55
"17442",131435,1,"No","01","Georgia","No",55
"17443",131436,1,"No","01","Georgia","No",55
"17444",131436,2,"No","02","Georgia","No",45
"17445",131437,1,"No","01","Georgia","No",40
"17446",131438,1,"No","01","Georgia","No",35
"17447",131439,1,"No","02","Pennsylvania","No",55
"17448",131439,2,"No","02","South Carolina","No",55
"17449",131439,3,"No","03","Georgia","No",55
"17450",131440,1,"No","02","Georgia","No",55
"17451",131441,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"17452",131442,1,"Yes","Unknown","Not Reported","Unknown",25
"17453",131442,2,"No","01","Georgia","No",45
"17454",131443,1,"No","02","Georgia","No",50
"17455",131443,2,"No","02","Georgia","No",50
"17456",131443,3,"No","01","Georgia","No",50
"17457",131444,1,"No","01","Georgia","No",65
"17458",131444,2,"Yes","Unknown","Tennessee","No",65
"17459",131444,3,"No","03","Georgia","No",65
"17460",131444,4,"No","01","Georgia","No",65
"17461",131444,5,"No","01","Georgia","No",65
"17462",131445,1,"No","02","Georgia","Yes, Too Fast for Conditions",35
"17463",131446,1,"No","01","Georgia","No",55
"17464",150001,1,"No","03","Hawaii","No",55
"17465",150001,2,"No","03","Hawaii","Yes, Specifics Unknown",55
"17466",150002,1,"No","01","Hawaii","Yes, Specifics Unknown",35
"17467",150002,2,"No","02","Hawaii","No",35
"17468",150004,1,"No","01","Hawaii","No",35
"17469",150005,1,"No","01","Hawaii","Unknown",35
"17470",150006,1,"No","01","Hawaii","Unknown",25
"17471",150007,1,"No","02","Hawaii","Yes, Specifics Unknown",25
"17472",150008,1,"No","01","Oklahoma","Yes, Specifics Unknown",45
"17473",150009,1,"No","01","Hawaii","No",55
"17474",150009,2,"No","01","Hawaii","No",55
"17475",150010,1,"No","02","Hawaii","Unknown",35
"17476",150011,1,"No","01","Hawaii","No",25
"17477",150012,1,"Yes","05","Hawaii","No",25
"17478",150013,1,"No","01","Hawaii","No",45
"17479",150013,2,"No","01","Hawaii","No",45
"17480",150013,3,"No","01","Hawaii","No",45
"17481",150014,1,"No","02","Hawaii","No",25
"17482",150015,1,"No","01","New Jersey","No",45
"17483",150015,2,"No","01","Hawaii","Unknown",45
"17484",150016,1,"No","02","Other Foreign Country","Yes, Exceeded Speed Limit",30
"17485",150017,1,"No","01","Hawaii","Yes, Specifics Unknown",25
"17486",150018,1,"No","01","Hawaii","Yes, Exceeded Speed Limit",35
"17487",150019,1,"No","01","Hawaii","Unknown",55
"17488",150019,2,"No","02","Hawaii","No",55
"17489",150019,3,"No","01","Hawaii","No",55
"17490",150020,1,"No","02","Hawaii","No",35
"17491",150021,1,"No","01","Hawaii","Yes, Too Fast for Conditions",25
"17492",150023,1,"No","01","Hawaii","Yes, Exceeded Speed Limit",55
"17493",150023,2,"No","02","Hawaii","No",55
"17494",150024,1,"No","02","Hawaii","Yes, Exceeded Speed Limit",25
"17495",150025,1,"No","03","Hawaii","Unknown",25
"17496",150026,1,"No","01","Hawaii","Yes, Too Fast for Conditions",45
"17497",150026,2,"No","02","Hawaii","No",45
"17498",150027,1,"No","01","Hawaii","Yes, Specifics Unknown",25
"17499",150027,2,"No","01","Hawaii","No",25
"17500",150028,1,"No","01","Hawaii","Yes, Exceeded Speed Limit",25
"17501",150029,1,"No","01","Hawaii","Yes, Too Fast for Conditions",35
"17502",150029,2,"No","03","Texas","No",35
"17503",150029,3,"No","01","Hawaii","No",35
"17504",150030,1,"No","02","Florida","No",35
"17505",150031,1,"No","01","Hawaii","Yes, Exceeded Speed Limit",45
"17506",150031,2,"No","01","Hawaii","No",45
"17507",150032,1,"No","01","Hawaii","Yes, Too Fast for Conditions",35
"17508",150033,1,"No","02","Hawaii","No",25
"17509",150033,2,"No","01","Hawaii","Yes, Exceeded Speed Limit",30
"17510",150034,1,"No","02","Hawaii","Yes, Exceeded Speed Limit",45
"17511",150034,2,"No","02","Hawaii","No",45
"17512",150035,1,"No","02","Hawaii","Yes, Specifics Unknown",35
"17513",150036,1,"Yes","Unknown","Hawaii","No",30
"17514",150036,2,"No","01","Hawaii","No",30
"17515",150037,1,"No","01","Hawaii","Unknown",25
"17516",150038,1,"No","01","Hawaii","Yes, Exceeded Speed Limit",99
"17517",150038,2,"No","02","Texas","No",25
"17518",150039,1,"No","01","Hawaii","No",45
"17519",150040,1,"Yes","Unknown","Hawaii","Yes, Exceeded Speed Limit",35
"17520",150040,2,"No","01","Hawaii","No",35
"17521",150041,1,"No","01","Hawaii","Yes, Exceeded Speed Limit",45
"17522",150041,2,"No","02","Hawaii","No",45
"17523",150042,1,"No","04","Hawaii","No",40
"17524",150042,2,"No","01","Hawaii","No",40
"17525",150043,1,"No","01","Hawaii","Yes, Exceeded Speed Limit",25
"17526",150043,2,"No","01","Hawaii","No",25
"17527",150044,1,"No","01","Hawaii","No",45
"17528",150045,1,"No","01","Hawaii","Yes, Exceeded Speed Limit",35
"17529",150045,2,"No","02","Hawaii","No",35
"17530",150046,1,"No","01","Hawaii","No",30
"17531",150046,2,"No","01","Hawaii","No",30
"17532",150047,1,"No","01","Hawaii","No",30
"17533",150048,1,"No","01","Hawaii","No",25
"17534",150048,2,"No","02","Hawaii","No",25
"17535",150049,1,"No","01","Hawaii","No",45
"17536",150049,2,"No","01","Hawaii","No",45
"17537",150049,3,"No","02","Arizona","No",45
"17538",150050,1,"No","01","Hawaii","Yes, Specifics Unknown",35
"17539",150051,1,"No","03","Hawaii","Yes, Exceeded Speed Limit",35
"17540",150052,1,"No","01","Hawaii","No",15
"17541",150053,1,"No","01","Hawaii","Unknown",30
"17542",150054,1,"No","01","California","No",30
"17543",150054,2,"No","03","Hawaii","No",30
"17544",150055,1,"No","01","Hawaii","Yes, Specifics Unknown",30
"17545",150055,2,"No","01","Hawaii","Yes, Exceeded Speed Limit",30
"17546",150056,1,"No","01","Hawaii","No",35
"17547",150057,1,"No","01","Hawaii","No",35
"17548",150057,2,"No","02","Hawaii","No",35
"17549",150058,1,"No","01","Hawaii","Yes, Specifics Unknown",25
"17550",150059,1,"No","01","Hawaii","Yes, Specifics Unknown",25
"17551",150060,1,"No","01","Hawaii","No",25
"17552",150061,1,"No","01","Hawaii","No",35
"17553",150062,1,"No","01","North Carolina","No",30
"17554",150062,2,"No","01","Hawaii","No",25
"17555",150063,1,"No","01","Hawaii","Yes, Exceeded Speed Limit",25
"17556",150064,1,"No","01","Hawaii","No",25
"17557",150064,2,"No","01","Hawaii","Yes, Specifics Unknown",25
"17558",150065,1,"No","03","Hawaii","No",45
"17559",150065,2,"No","01","Hawaii","No",45
"17560",150066,1,"No","01","Hawaii","No",20
"17561",150067,1,"No","01","Hawaii","No",25
"17562",150069,1,"No","03","Hawaii","Yes, Exceeded Speed Limit",98
"17563",150070,1,"No","01","Hawaii","Yes, Specifics Unknown",25
"17564",150071,1,"Yes","02","Hawaii","No",45
"17565",150071,2,"No","01","Hawaii","No",45
"17566",150072,1,"Yes","Unknown","Unknown","Unknown",20
"17567",150073,1,"No","01","Hawaii","Yes, Specifics Unknown",40
"17568",150073,2,"No","01","Oregon","No",40
"17569",150073,3,"No","05","Hawaii","No",40
"17570",150073,4,"No","01","Hawaii","No",40
"17571",150073,5,"No","04","Hawaii","No",40
"17572",150074,1,"No","03","Hawaii","Unknown",45
"17573",150075,1,"No","01","Hawaii","Yes, Exceeded Speed Limit",25
"17574",150076,1,"No","01","Hawaii","Yes, Specifics Unknown",55
"17575",150076,2,"No","01","Hawaii","No",55
"17576",150077,1,"No","01","Hawaii","No",30
"17577",150078,1,"No","01","Hawaii","No",30
"17578",150079,1,"No","01","Hawaii","No",35
"17579",150080,1,"No","01","Hawaii","No",45
"17580",150080,2,"No","02","Hawaii","No",45
"17581",150081,1,"No","01","Hawaii","Yes, Exceeded Speed Limit",25
"17582",150081,2,"No","01","New York","No",25
"17583",150082,1,"No","01","Hawaii","Yes, Specifics Unknown",55
"17584",150082,2,"No","01","Hawaii","No",55
"17585",150083,1,"No","01","Hawaii","No",35
"17586",150084,1,"No","01","Hawaii","No",35
"17587",150085,1,"No","01","Hawaii","No",0
"17588",150086,1,"No","01","Hawaii","No",25
"17589",150087,1,"No","01","Hawaii","No",25
"17590",150088,1,"No","03","Hawaii","Yes, Specifics Unknown",30
"17591",150088,2,"No","03","Hawaii","No",30
"17592",150089,1,"No","01","Hawaii","No",50
"17593",150090,1,"No","01","Illinois","No",35
"17594",150091,1,"No","01","Hawaii","Unknown",20
