"","ST_CASE","VEH_NO","HIT_RUNNAME","NUMOCCSNAME","L_STATENAME","SPEEDRELNAME","VSPD_LIM"
"32138",350161,1,"No","01","New Mexico","No",45
"32139",350162,1,"No","02","New Mexico","Yes, Specifics Unknown",45
"32140",350162,2,"No","01","New Mexico","No",45
"32141",350163,1,"No","01","New Mexico","No",65
"32142",350163,2,"No","01","Arizona","No",65
"32143",350164,1,"No","02","New Mexico","No",0
"32144",350165,1,"No","02","New Mexico","No",35
"32145",350165,2,"No","04","Utah","No",35
"32146",350166,1,"No","02","California","No",75
"32147",350166,2,"No","03","New Mexico","No",75
"32148",350166,3,"No","04","South Carolina","No",75
"32149",350167,1,"No","01","Arizona","No",55
"32150",350168,1,"No","04","New Mexico","Yes, Specifics Unknown",35
"32151",350168,2,"No","01","New Mexico","No",40
"32152",350169,1,"No","02","New Mexico","Yes, Specifics Unknown",50
"32153",350169,2,"No","02","New Mexico","Yes, Specifics Unknown",50
"32154",350170,1,"No","01","New Mexico","No",35
"32155",350170,2,"No","04","New Mexico","No",35
"32156",350171,1,"Yes","Unknown","Unknown","No",35
"32157",350172,1,"No","01","Not Reported","No",45
"32158",350173,1,"Yes","Unknown","Unknown","No",45
"32159",350173,2,"Yes","Unknown","Unknown","No",45
"32160",350174,1,"No","01","Colorado","No",75
"32161",350174,2,"No","02","Arkansas","No",75
"32162",350174,3,"No","01","New Mexico","No",75
"32163",350175,1,"No","01","New Mexico","No",30
"32164",350175,2,"No","01","New Mexico","No",30
"32165",350176,1,"No","02","New Mexico","No",35
"32166",350177,1,"No","01","Oklahoma","No",55
"32167",350178,1,"No","01","New Mexico","Yes, Too Fast for Conditions",50
"32168",350179,1,"No","02","New Mexico","No",45
"32169",350180,1,"No","01","New Mexico","No",40
"32170",350181,1,"No","01","New Mexico","No",50
"32171",350181,2,"No","01","New Mexico","No",25
"32172",350182,1,"No","02","New Mexico","No",40
"32173",350182,2,"No","01","New Mexico","No",40
"32174",350183,1,"No","01","Alabama","No",75
"32175",350184,1,"No","01","Colorado","No",45
"32176",350184,2,"No","01","New Mexico","No",45
"32177",350185,1,"No","04","New Mexico","No",35
"32178",350186,1,"No","01","New Mexico","No",60
"32179",350187,1,"No","01","California","Yes, Too Fast for Conditions",75
"32180",350187,2,"Yes","Unknown","Unknown","Yes, Too Fast for Conditions",75
"32181",350187,3,"No","02","Texas","No",75
"32182",350187,4,"No","02","Texas","Yes, Too Fast for Conditions",75
"32183",350187,5,"No","01","Arizona","No",75
"32184",350187,6,"No","01","California","Yes, Too Fast for Conditions",75
"32185",350188,1,"No","01","New Mexico","No",55
"32186",350189,1,"No","01","New Mexico","No",30
"32187",350190,1,"No","01","New Mexico","No",35
"32188",350190,2,"No","04","New Mexico","No",35
"32189",350191,1,"No","01","New Mexico","No",35
"32190",350192,1,"No","01","New Mexico","Yes, Too Fast for Conditions",0
"32191",350193,1,"No","01","Texas","No",45
"32192",350194,1,"No","02","New Mexico","No",40
"32193",350194,2,"No","04","New Mexico","No",40
"32194",350195,1,"No","01","New Mexico","No",45
"32195",350196,1,"Yes","03","New Mexico","No",55
"32196",350197,1,"No","01","New Mexico","No",75
"32197",350198,1,"No","01","New Mexico","Yes, Exceeded Speed Limit",65
"32198",350198,2,"No","01","New Mexico","No",65
"32199",350198,3,"No","01","New Mexico","No",65
"32200",350199,1,"No","02","New Mexico","No",35
"32201",350200,1,"No","01","New Mexico","Yes, Specifics Unknown",35
"32202",350201,1,"No","02","Texas","No",75
"32203",350201,2,"No","01","Mexico","No",75
"32204",350202,1,"No","01","New Mexico","Yes, Too Fast for Conditions",75
"32205",350203,1,"No","02","New Mexico","No",35
"32206",350204,1,"No","01","Texas","No",65
"32207",350204,2,"No","02","Texas","No",65
"32208",350205,1,"No","01","New Mexico","No",55
"32209",350206,1,"No","05","Other Foreign Country","No",75
"32210",350207,1,"No","01","Washington","Yes, Too Fast for Conditions",40
"32211",350208,1,"No","02","New Mexico","Yes, Too Fast for Conditions",55
"32212",350209,1,"No","01","Massachusetts","Yes, Specifics Unknown",75
"32213",350210,1,"No","01","New Mexico","Yes, Too Fast for Conditions",65
"32214",350211,1,"No","01","New Mexico","No",45
"32215",350211,2,"No","09","Not Reported","No",45
"32216",350212,1,"No","01","New Mexico","Yes, Specifics Unknown",60
"32217",350213,1,"No","02","New Mexico","No",75
"32218",350214,1,"No","01","New Mexico","No",55
"32219",350214,2,"No","03","North Dakota","No",55
"32220",350215,1,"No","01","New Mexico","No",55
"32221",350215,2,"No","01","New Mexico","Yes, Specifics Unknown",55
"32222",350216,1,"No","01","New Mexico","Yes, Specifics Unknown",55
"32223",350217,1,"No","01","New Mexico","Yes, Too Fast for Conditions",35
"32224",350217,2,"No","04","New Mexico","No",35
"32225",350218,1,"No","02","New Mexico","No",40
"32226",350219,1,"No","01","Nevada","No",75
"32227",350220,1,"No","03","Florida","No",60
"32228",350220,2,"No","01","California","Yes, Specifics Unknown",60
"32229",350221,1,"No","01","New Mexico","Yes, Specifics Unknown",45
"32230",350222,1,"No","01","New Mexico","No",40
"32231",350222,2,"Yes","01","New Mexico","No",40
"32232",350223,1,"No","02","California","No",40
"32233",350223,2,"No","01","New Mexico","No",40
"32234",350224,1,"No","01","New Mexico","No",35
"32235",350224,2,"No","02","New Mexico","No",35
"32236",350225,1,"No","01","New Mexico","Yes, Racing",50
"32237",350226,1,"No","01","New Mexico","No",45
"32238",350226,2,"No","02","New Mexico","No",45
"32239",350227,1,"No","02","New Mexico","Yes, Specifics Unknown",35
"32240",350228,1,"No","01","New Mexico","No",70
"32241",350228,2,"No","05","Kansas","No",70
"32242",350229,1,"No","01","New Mexico","Yes, Too Fast for Conditions",30
"32243",350230,1,"No","01","New Mexico","Yes, Exceeded Speed Limit",50
"32244",350230,2,"No","01","New Mexico","No",50
"32245",350231,1,"No","02","New Mexico","No",98
"32246",350232,1,"Yes","03","New Mexico","Yes, Specifics Unknown",45
"32247",350233,1,"No","01","New Mexico","No",60
"32248",350233,2,"No","01","Texas","No",60
"32249",350233,3,"No","01","New Mexico","No",60
"32250",350234,1,"No","01","New Mexico","No",65
"32251",350235,1,"No","01","New Mexico","Yes, Too Fast for Conditions",55
"32252",350236,1,"No","02","New Mexico","Yes, Specifics Unknown",65
"32253",350236,2,"No","02","New Mexico","No",65
"32254",350236,3,"No","02","Colorado","No",65
"32255",350237,1,"No","01","New Mexico","No",55
"32256",350237,2,"No","02","New Mexico","No",55
"32257",350238,1,"No","01","New Mexico","No",45
"32258",350238,2,"No","01","Arizona","No",45
"32259",350239,1,"No","05","New Mexico","Yes, Too Fast for Conditions",55
"32260",350240,1,"No","02","New Mexico","No",35
"32261",350240,2,"No","01","New Mexico","Yes, Specifics Unknown",35
"32262",350241,1,"No","01","New Mexico","No",45
"32263",350241,2,"No","01","New Mexico","No",50
"32264",350242,1,"No","02","New Mexico","No",40
"32265",350243,1,"No","01","New Mexico","No",55
"32266",350244,1,"No","04","New Mexico","No",45
"32267",350245,1,"No","01","New Mexico","Yes, Too Fast for Conditions",55
"32268",350246,1,"No","01","Alabama","No",55
"32269",350246,2,"No","01","New Mexico","No",55
"32270",350247,1,"No","02","New Mexico","No",40
"32271",350248,1,"No","02","New Mexico","No",30
"32272",350249,1,"No","01","Colorado","Yes, Too Fast for Conditions",35
"32273",350250,1,"No","03","Utah","No",60
"32274",350250,2,"No","01","New Mexico","No",60
"32275",350251,1,"No","02","New Mexico","Yes, Too Fast for Conditions",30
"32276",350251,2,"No","02","New Mexico","No",30
"32277",350252,1,"No","01","Arizona","No",75
"32278",350253,1,"No","01","New Mexico","No",55
"32279",350253,2,"No","01","New Mexico","No",55
"32280",350254,1,"No","01","New Mexico","Yes, Specifics Unknown",35
"32281",350255,1,"No","01","Texas","Yes, Specifics Unknown",25
"32282",350255,2,"No","05","New Mexico","No",25
"32283",350256,1,"No","01","Arizona","No",65
"32284",350257,1,"No","01","New Mexico","No",75
"32285",350257,2,"No","01","New Mexico","No",75
"32286",350257,3,"No","01","New Mexico","No",75
"32287",350258,1,"No","01","New Mexico","No",25
"32288",350258,2,"No","01","New Mexico","No",40
"32289",350259,1,"No","01","New Mexico","No",40
"32290",350260,1,"No","01","Arizona","Yes, Too Fast for Conditions",65
"32291",350261,1,"No","01","New Mexico","No",65
"32292",350262,1,"No","01","Texas","No",65
"32293",350262,2,"No","01","Texas","No",65
"32294",350263,1,"No","02","New Mexico","No",35
"32295",350263,2,"No","01","Illinois","No",35
"32296",350264,1,"No","02","New Mexico","No",45
"32297",350264,2,"No","04","New Mexico","No",45
"32298",350265,1,"No","01","New Mexico","No",40
"32299",350266,1,"No","01","Mississippi","Yes, Specifics Unknown",55
"32300",350267,1,"No","01","New Mexico","Yes, Specifics Unknown",35
"32301",350268,1,"No","01","New Mexico","No",45
"32302",350268,2,"No","02","Mexico","No",45
"32303",350269,1,"No","01","New Mexico","No",55
"32304",350270,1,"No","02","Arizona","No",45
"32305",350271,1,"No","01","New Mexico","No",15
"32306",350272,1,"No","01","Texas","Yes, Specifics Unknown",55
"32307",350272,2,"No","01","California","No",55
"32308",350273,1,"No","01","New Mexico","No",75
"32309",350273,2,"No","01","New Mexico","No",75
"32310",350274,1,"No","02","New Mexico","Yes, Specifics Unknown",30
"32311",350274,2,"No","01","New Mexico","No",25
"32312",350274,3,"No","01","New Mexico","No",30
"32313",350275,1,"No","01","New Mexico","No",35
"32314",350275,2,"No","01","New Mexico","No",25
"32315",350276,1,"No","02","New Mexico","Yes, Too Fast for Conditions",98
"32316",350277,1,"Yes","Unknown","Unknown","Unknown",75
"32317",350277,2,"No","01","Not Reported","No",75
"32318",350277,3,"No","02","California","No",75
"32319",350278,1,"No","01","New Mexico","No",40
"32320",350279,1,"No","01","New Mexico","No",55
"32321",350280,1,"No","03","Colorado","No",40
"32322",350281,1,"No","01","Colorado","No",99
"32323",350282,1,"No","02","New Mexico","No",65
"32324",350283,1,"No","01","New Mexico","No",75
"32325",350283,2,"Yes","03","New Mexico","No",75
"32326",350284,1,"No","03","New Mexico","Yes, Specifics Unknown",55
"32327",350285,1,"No","01","New Mexico","Yes, Specifics Unknown",25
"32328",350286,1,"No","01","New Mexico","No",35
"32329",350287,1,"No","01","New Mexico","No",25
"32330",350288,1,"No","01","New Mexico","No",35
"32331",350289,1,"No","02","New Mexico","No",40
"32332",350290,1,"No","01","New Mexico","Yes, Specifics Unknown",60
"32333",350291,1,"Yes","02","Colorado","Yes, Too Fast for Conditions",45
"32334",350291,2,"No","01","New Mexico","No",45
"32335",350292,1,"No","06","New Mexico","Yes, Too Fast for Conditions",40
"32336",350292,2,"No","02","New Mexico","No",40
"32337",350293,1,"No","01","New Mexico","No",55
"32338",350293,2,"No","01","Oklahoma","No",55
"32339",350294,1,"No","02","New Mexico","Yes, Specifics Unknown",55
"32340",350295,1,"No","02","Texas","Yes, Too Fast for Conditions",75
"32341",350296,1,"No","01","Arizona","No",75
"32342",350297,1,"No","01","New Mexico","No",65
"32343",350298,1,"No","03","New Mexico","No",65
"32344",350298,2,"No","01","Mexico","No",65
"32345",350299,1,"No","01","Arizona","Yes, Specifics Unknown",55
"32346",350300,1,"No","01","Illinois","Yes, Too Fast for Conditions",0
"32347",350301,1,"No","02","Colorado","No",55
"32348",350301,2,"No","02","New Mexico","No",35
"32349",350302,1,"No","01","Georgia","Yes, Specifics Unknown",65
"32350",350303,1,"No","01","Arizona","Yes, Too Fast for Conditions",55
"32351",350304,1,"No","02","New Mexico","No",45
"32352",350305,1,"No","04","Arizona","No",45
"32353",350305,2,"No","02","Idaho","No",45
"32354",350306,1,"No","01","New Mexico","Yes, Specifics Unknown",40
"32355",350306,2,"No","04","Texas","No",40
"32356",350307,1,"Yes","01","Texas","No",0
"32357",350308,1,"No","01","New Mexico","No",0
"32358",350309,1,"No","04","New Mexico","No",45
"32359",350309,2,"No","01","New Mexico","No",45
"32360",350310,1,"No","01","New Mexico","No",40
"32361",350311,1,"No","02","New Mexico","No",35
"32362",350311,2,"No","01","New Mexico","No",35
"32363",350312,1,"No","02","New Mexico","Yes, Specifics Unknown",35
"32364",350313,1,"No","01","New Mexico","No",35
"32365",350314,1,"No","01","Colorado","No",55
"32366",350314,2,"No","04","New Mexico","No",55
"32367",350315,1,"No","01","New Mexico","No",35
"32368",350316,1,"No","02","New Mexico","No",35
"32369",350316,2,"No","04","New Mexico","No",35
"32370",350317,1,"No","02","South Carolina","No",75
"32371",350317,2,"No","01","California","No",75
"32372",350318,1,"No","02","New Mexico","No",55
"32373",350319,1,"No","04","New Mexico","No",75
"32374",350320,1,"No","01","Texas","No",35
"32375",350320,2,"No","02","New Mexico","No",35
"32376",350321,1,"No","02","Texas","No",75
"32377",350321,2,"No","02","California","No",75
"32378",350322,1,"No","01","New Mexico","No",35
"32379",350323,1,"No","02","California","No",75
"32380",350324,1,"No","03","New Mexico","No",65
"32381",350324,2,"No","01","New Mexico","No",65
"32382",350325,1,"No","01","New Mexico","No",65
"32383",350325,2,"No","01","New Mexico","No",65
"32384",350326,1,"No","02","New Mexico","No",55
"32385",350326,2,"No","03","New Mexico","No",55
"32386",350327,1,"No","02","New Mexico","Yes, Specifics Unknown",55
"32387",350328,1,"No","03","Arizona","No",98
"32388",350329,1,"Yes","Unknown","Unknown","Unknown",45
"32389",350330,1,"No","03","Colorado","Yes, Too Fast for Conditions",40
"32390",350330,2,"No","02","Arizona","No",40
"32391",350330,3,"No","01","New Mexico","No",40
"32392",350330,4,"No","01","New Mexico","No",40
"32393",350330,5,"No","02","Texas","No",40
"32394",350331,1,"No","01","New Mexico","No",35
"32395",350331,2,"No","01","New Mexico","No",35
"32396",350331,3,"No","01","New Mexico","No",35
"32397",350331,4,"No","02","New Mexico","No",35
"32398",350332,1,"No","01","California","Yes, Specifics Unknown",45
"32399",350333,1,"No","06","New Mexico","No",65
"32400",350334,1,"No","01","New Mexico","No",25
"32401",350334,2,"No","02","New Mexico","No",45
"32402",350335,1,"No","01","New Mexico","Yes, Too Fast for Conditions",40
"32403",350335,2,"Yes","01","New Mexico","No",40
"32404",350336,1,"No","01","New Mexico","Yes, Specifics Unknown",30
"32405",350337,1,"Yes","01","New Mexico","No",35
"32406",350338,1,"No","03","New Mexico","Yes, Specifics Unknown",65
"32407",350339,1,"Yes","03","New Mexico","No",75
"32408",350339,2,"No","02","New Mexico","No",75
"32409",350340,1,"Yes","Unknown","Unknown","Unknown",55
"32410",350341,1,"No","01","New Mexico","Yes, Specifics Unknown",65
"32411",350341,2,"No","01","Colorado","No",65
"32412",350341,3,"No","01","New Mexico","No",65
"32413",350342,1,"No","01","Alabama","No",75
"32414",350342,2,"No","01","South Carolina","No",75
"32415",350342,3,"No","01","Arizona","No",75
"32416",350342,4,"No","01","Arizona","No",75
"32417",350342,5,"No","01","New York","No",75
"32418",350342,6,"No","04","California","No",75
"32419",350342,7,"No","02","California","No",75
"32420",350342,8,"No","01","Texas","No",75
"32421",350342,9,"No","03","Texas","No",75
"32422",350342,10,"No","05","Texas","No",75
"32423",350342,11,"No","01","New Mexico","No",75
"32424",350342,12,"No","02","Georgia","No",75
"32425",350342,13,"No","01","Texas","No",75
"32426",350342,14,"No","01","New Mexico","No",75
"32427",350342,15,"No","01","Florida","No",75
"32428",350342,16,"No","01","Arizona","No",75
"32429",350342,17,"No","01","Washington","No",75
"32430",350342,18,"No","01","Arizona","No",75
"32431",350342,19,"No","03","Arizona","No",75
"32432",350342,20,"No","02","Florida","No",75
"32433",350342,21,"No","01","Pennsylvania","No",75
"32434",350342,22,"No","01","Tennessee","No",75
"32435",350342,23,"No","01","Texas","No",75
"32436",350342,24,"No","01","Texas","No",75
"32437",350342,25,"No","01","Texas","No",75
"32438",350342,26,"No","02","California","No",75
"32439",350342,27,"No","01","Florida","No",75
"32440",350343,1,"No","01","New Mexico","No",45
"32441",360001,1,"No","01","New York","No",25
"32442",360002,1,"Yes","Unknown","New York","Yes, Specifics Unknown",35
"32443",360003,1,"No","02","New York","No",25
"32444",360003,2,"No","01","New York","Yes, Specifics Unknown",25
"32445",360004,1,"No","03","New York","Yes, Specifics Unknown",35
"32446",360005,1,"No","01","New York","No",40
"32447",360006,1,"No","05","New York","No",65
"32448",360007,1,"No","01","New York","Unknown",40
"32449",360007,2,"No","01","New York","Unknown",40
"32450",360008,1,"No","01","New York","No",25
"32451",360008,2,"No","01","New York","No",25
"32452",360009,1,"No","01","New York","Yes, Specifics Unknown",55
"32453",360010,1,"No","05","New York","Yes, Specifics Unknown",25
"32454",360010,2,"No","01","Connecticut","No",25
"32455",360010,3,"No","01","New York","No",25
"32456",360011,1,"No","02","New York","No",30
"32457",360012,1,"No","01","New York","Yes, Specifics Unknown",99
"32458",360013,1,"No","01","New York","No",40
"32459",360013,2,"No","01","New York","No",40
"32460",360013,3,"No","01","New York","No",40
"32461",360014,1,"No","01","New York","Yes, Specifics Unknown",25
"32462",360014,3,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",25
"32463",360014,7,"No","02","Florida","No",25
"32464",360015,1,"No","01","New York","No",55
"32465",360015,2,"No","02","New York","No",55
"32466",360016,1,"No","02","New York","No",25
"32467",360017,1,"No","01","New York","No",25
"32468",360018,1,"No","02","New York","No",55
"32469",360019,1,"No","01","New York","No",5
"32470",360020,1,"Yes","01","New York","No",30
"32471",360021,1,"No","01","New York","No",25
"32472",360022,1,"No","01","New York","No",99
"32473",360023,1,"No","03","New York","No",25
"32474",360024,1,"No","01","New York","No",45
"32475",360024,2,"No","01","New York","No",45
"32476",360025,1,"No","01","New York","Yes, Specifics Unknown",25
"32477",360025,2,"No","02","New York","No",25
"32478",360026,1,"No","02","New York","Yes, Specifics Unknown",55
"32479",360027,1,"No","01","New York","No",55
"32480",360027,2,"No","02","New York","No",55
"32481",360028,1,"No","01","New Jersey","Yes, Specifics Unknown",65
"32482",360029,1,"No","04","New York","Yes, Racing",35
"32483",360029,2,"No","02","New York","No",35
"32484",360030,1,"No","01","New York","Yes, Specifics Unknown",45
"32485",360031,1,"No","03","New York","Yes, Specifics Unknown",55
"32486",360032,1,"No","01","Unknown","Yes, Specifics Unknown",45
"32487",360033,1,"No","03","New York","Yes, Specifics Unknown",30
"32488",360034,1,"No","02","New York","No",40
"32489",360034,2,"No","01","New York","No",40
"32490",360035,1,"No","01","New York","No",25
"32491",360036,1,"No","01","New York","No",35
"32492",360037,1,"No","01","New York","Yes, Specifics Unknown",55
"32493",360038,1,"Yes","01","New York","No",25
"32494",360039,1,"No","02","New York","Yes, Specifics Unknown",45
"32495",360040,1,"No","01","New York","No",55
"32496",360040,2,"No","01","New York","No",55
"32497",360041,1,"No","02","New York","No",55
"32498",360041,2,"No","01","New York","No",55
"32499",360042,1,"No","01","New York","No",25
"32500",360043,1,"No","02","New York","No",55
"32501",360043,2,"No","01","New York","No",55
"32502",360044,1,"No","01","New York","No",25
"32503",360045,1,"No","01","New York","No",35
"32504",360045,2,"No","02","New York","No",35
"32505",360046,1,"No","02","New York","No",55
"32506",360046,2,"No","01","New York","No",55
"32507",360048,1,"No","02","New York","No",55
"32508",360048,2,"No","01","New York","No",55
"32509",360049,1,"No","01","New York","No",55
"32510",360050,1,"No","03","New York","No",55
"32511",360050,2,"No","02","New York","No",55
"32512",360051,1,"No","01","New York","No",55
"32513",360052,1,"No","01","New York","No",40
"32514",360053,1,"No","01","New York","No",25
"32515",360054,1,"No","01","New York","No",25
"32516",360055,1,"No","02","New York","No",55
"32517",360055,2,"No","01","New York","Yes, Specifics Unknown",55
"32518",360056,1,"No","02","New York","No",40
"32519",360057,1,"No","01","Vermont","No",65
"32520",360057,2,"No","01","Pennsylvania","No",65
"32521",360058,1,"No","02","New York","Yes, Too Fast for Conditions",25
"32522",360059,1,"No","02","New York","Yes, Specifics Unknown",30
"32523",360060,1,"Yes","01","New York","No",50
"32524",360060,2,"No","01","New York","No",50
"32525",360061,1,"No","02","New York","No",55
"32526",360061,2,"No","03","New York","No",55
"32527",360061,3,"No","02","New York","No",55
"32528",360062,1,"No","01","New York","Yes, Specifics Unknown",25
"32529",360063,1,"No","02","New York","No",40
"32530",360064,1,"No","01","New York","No",40
"32531",360065,1,"No","01","New York","Yes, Specifics Unknown",40
"32532",360066,1,"No","01","New York","No",45
"32533",360067,1,"No","01","New York","No",50
"32534",360068,1,"No","01","New York","Yes, Specifics Unknown",55
"32535",360069,1,"No","01","New York","No",25
"32536",360070,1,"No","01","New York","No",55
"32537",360071,1,"No","02","New York","Yes, Specifics Unknown",55
"32538",360072,1,"No","02","New York","Yes, Specifics Unknown",50
"32539",360073,1,"No","01","New York","No",30
"32540",360074,1,"No","02","New York","No",45
"32541",360074,2,"No","02","New York","No",45
"32542",360075,1,"No","02","New York","No",40
"32543",360075,2,"No","01","New York","No",40
"32544",360076,1,"No","01","New York","Yes, Specifics Unknown",25
"32545",360077,1,"No","03","New York","Yes, Specifics Unknown",40
"32546",360078,1,"No","03","New York","No",99
"32547",360079,1,"No","01","New York","No",40
"32548",360079,2,"No","01","New York","No",40
"32549",360080,1,"No","02","New York","No",98
"32550",360081,1,"No","01","New York","No",30
"32551",360082,1,"No","02","New York","No",0
"32552",360083,1,"No","01","New York","No",55
"32553",360083,2,"No","04","New York","No",55
"32554",360084,1,"No","01","New York","Yes, Specifics Unknown",35
"32555",360084,2,"No","01","New York","No",35
"32556",360085,1,"No","01","New York","No",25
"32557",360086,1,"No","01","New York","Yes, Specifics Unknown",25
"32558",360087,1,"No","04","New York","Yes, Specifics Unknown",55
"32559",360087,2,"Yes","Unknown","Unknown","Yes, Specifics Unknown",55
"32560",360087,3,"No","01","New York","No",55
"32561",360088,1,"No","01","New York","No",45
"32562",360089,1,"No","01","New York","Yes, Specifics Unknown",25
"32563",360090,1,"No","02","New York","No",45
"32564",360090,2,"No","01","New York","No",45
"32565",360091,1,"No","01","New York","No",35
"32566",360092,1,"No","03","Pennsylvania","No",55
"32567",360093,1,"No","02","Nevada","Yes, Specifics Unknown",55
"32568",360093,2,"No","01","New York","No",55
"32569",360093,3,"No","01","New York","No",55
"32570",360094,1,"No","01","New York","Yes, Too Fast for Conditions",55
"32571",360094,2,"No","15","New York","No",55
"32572",360095,1,"No","01","New York","No",55
"32573",360095,2,"No","01","New York","No",55
"32574",360096,1,"No","01","New York","No",30
"32575",360097,1,"No","01","New York","No",55
"32576",360097,2,"No","03","New Jersey","No",55
"32577",360098,1,"Yes","01","New York","No",40
"32578",360099,1,"No","01","New York","No",40
"32579",360099,2,"No","02","New York","No",40
"32580",360100,1,"Yes","Unknown","Unknown","Unknown",25
"32581",360101,1,"No","01","New York","No",25
"32582",360102,1,"Yes","01","New York","No",30
"32583",360103,1,"No","02","New York","No",99
"32584",360104,1,"No","01","Illinois","No",55
"32585",360104,2,"No","01","New York","No",55
"32586",360105,1,"No","01","New York","No",98
"32587",360106,1,"No","01","New York","Yes, Specifics Unknown",55
"32588",360106,2,"No","03","New York","No",55
"32589",360107,1,"No","01","New York","Yes, Specifics Unknown",65
"32590",360107,2,"No","01","New York","No",65
"32591",360108,1,"No","01","Canada","No",60
"32592",360108,2,"No","01","New York","No",60
"32593",360110,1,"No","01","New York","Yes, Specifics Unknown",55
"32594",360111,1,"No","01","New York","No",55
"32595",360111,2,"No","01","New York","No",55
"32596",360112,1,"No","01","New York","No",30
"32597",360113,1,"No","02","New York","No",99
"32598",360114,1,"No","01","New York","No",98
"32599",360115,1,"Yes","Unknown","Unknown","Yes, Racing",30
"32600",360115,2,"No","02","New York","Yes, Racing",30
"32601",360115,3,"No","01","New York","No",30
"32602",360116,1,"No","01","New York","No",99
"32603",360117,1,"No","01","New York","No",35
"32604",360118,1,"No","02","New York","Yes, Specifics Unknown",55
"32605",360119,1,"No","04","New York","No",55
"32606",360120,1,"No","01","New York","No",25
"32607",360121,1,"No","01","New York","No",25
"32608",360122,2,"No","01","New York","Yes, Specifics Unknown",99
"32609",360123,1,"No","01","New York","No",40
"32610",360124,1,"No","01","New York","No",55
"32611",360125,1,"No","01","New York","No",45
"32612",360126,1,"No","01","New York","No",25
"32613",360127,1,"No","01","New York","No",20
"32614",360128,1,"No","02","New York","No",40
"32615",360128,2,"No","01","New York","No",40
"32616",360128,3,"No","01","New York","No",40
"32617",360129,1,"No","01","New York","Yes, Specifics Unknown",55
"32618",360129,2,"No","01","New York","No",55
"32619",360130,1,"No","01","New York","No",45
"32620",360130,2,"No","02","New York","No",45
"32621",360130,3,"No","01","New York","No",45
"32622",360131,1,"No","01","New York","No",40
"32623",360131,2,"No","02","New York","No",40
"32624",360132,1,"No","01","New York","No",25
"32625",360133,1,"No","01","New York","Yes, Exceeded Speed Limit",40
"32626",360134,1,"No","02","New York","No",35
"32627",360135,1,"Yes","01","New York","Yes, Exceeded Speed Limit",20
"32628",360136,1,"No","03","New York","Yes, Specifics Unknown",35
"32629",360137,1,"No","03","New York","Yes, Too Fast for Conditions",45
"32630",360138,1,"No","01","New York","No",30
"32631",360139,1,"No","01","New York","No",50
"32632",360139,2,"No","01","New York","No",50
"32633",360140,1,"No","03","New York","Yes, Too Fast for Conditions",45
"32634",360141,1,"No","01","New York","Yes, Too Fast for Conditions",55
"32635",360143,1,"No","01","New York","No",35
"32636",360143,2,"No","01","New York","No",35
"32637",360144,1,"No","01","New York","No",40
"32638",360145,1,"No","01","New York","No",50
"32639",360146,1,"No","01","New York","No",50
"32640",360147,1,"No","01","New York","No",25
"32641",360148,1,"No","01","Massachusetts","No",25
"32642",360149,1,"No","01","New York","No",25
"32643",360150,1,"Yes","01","North Carolina","No",45
"32644",360150,2,"No","03","New Jersey","No",45
"32645",360151,1,"Yes","Unknown","Unknown","No",30
"32646",360151,2,"No","02","New York","No",30
"32647",360152,1,"No","02","New York","No",40
"32648",360153,1,"No","01","Vermont","No",55
"32649",360153,2,"No","01","Vermont","No",55
"32650",360154,1,"No","01","New York","Yes, Specifics Unknown",55
"32651",360155,1,"No","01","New York","No",65
"32652",360156,1,"No","04","New York","No",30
"32653",360156,2,"No","04","New York","No",30
"32654",360157,1,"Yes","01","New York","No",25
"32655",360157,2,"No","01","New York","No",25
"32656",360158,1,"No","01","New York","No",40
"32657",360159,1,"No","01","New York","No",25
"32658",360160,1,"No","02","New York","Yes, Specifics Unknown",25
"32659",360160,2,"No","01","New York","No",25
"32660",360161,1,"No","02","New York","No",40
"32661",360161,2,"No","01","New York","No",40
"32662",360161,3,"No","02","New York","No",40
"32663",360162,1,"No","03","New York","No",55
"32664",360163,1,"No","01","New York","No",30
"32665",360164,1,"No","01","New York","No",55
"32666",360164,2,"No","01","New York","No",55
"32667",360165,1,"No","01","New York","No",40
"32668",360165,2,"No","01","New York","No",40
"32669",360166,1,"No","02","Ohio","Yes, Specifics Unknown",25
"32670",360166,4,"No","03","New York","No",25
"32671",360166,7,"No","02","New York","No",25
"32672",360167,1,"No","01","New York","Yes, Specifics Unknown",55
"32673",360168,1,"No","01","New York","No",50
"32674",360169,1,"No","01","New York","No",55
"32675",360169,2,"No","01","New York","No",55
"32676",360169,3,"No","02","New York","No",55
"32677",360170,1,"No","01","New York","No",35
"32678",360171,1,"No","01","New York","No",99
"32679",360172,1,"No","03","New York","No",98
"32680",360173,1,"No","02","New York","Yes, Too Fast for Conditions",55
"32681",360174,1,"No","01","New York","No",99
"32682",360175,1,"No","01","New York","No",55
"32683",360175,2,"No","01","New York","No",55
"32684",360176,1,"No","01","New York","Yes, Specifics Unknown",99
"32685",360177,1,"No","01","New York","Yes, Too Fast for Conditions",55
"32686",360178,1,"No","01","New York","No",30
"32687",360179,1,"No","01","North Carolina","No",65
"32688",360179,2,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",65
